Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\windows\winsxs\amd64_microsoft-windows-devices-lights-winrt_31bf3856ad364e35_<version>_none_052d69d02887c266\windows.devices.lights.dll,\windows\winsxs\amd64_microsoft-windows-devices-lights-winrt_31bf3856ad364e35_<version>_none_052d69d02887c266,windows.devices.lights,dll,,3,22,1,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-s..s-vsmstorageadapter_31bf3856ad364e35_10.0.17763.1_none_cda51418d7116ea5.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-s..s-vsmstorageadapter_31bf3856ad364e35_10.0.17763.1_none_cda51418d7116ea5,manifest,,3,98,0,0,0,0
\windows\winsxs\manifests\wow64_microsoft.grouppoli..pmgmtplib.resources_31bf3856ad364e35_10.0.19041.1_en-us_56b6207f536d75c7.manifest,\windows\winsxs\manifests,wow64_microsoft.grouppoli..pmgmtplib.resources_31bf3856ad364e35_10.0.19041.1_en-us_56b6207f536d75c7,manifest,,3,99,0,0,0,0
\jmx-admin\1.jsp,\jmx-admin,1,jsp,,1,1,0,0,0,1
\program files\libreoffice\share\autocorr\acor_fi-fi.dat,\program files\libreoffice\share\autocorr,acor_fi-fi,dat,,4,10,0,0,0,0
\program files (x86)\eclipse adoptium\jre-<version>-hotspot\lib\i386\jvm.cfg,\program files (x86)\eclipse adoptium\jre-<version>-hotspot\lib\i386,jvm,cfg,,5,3,0,0,0,0
\windows\syswow64\windowspowershell\v<version>\modules\networktransition\msft_netnattransitionconfiguration.format.ps1xml,\windows\syswow64\windowspowershell\v<version>\modules\networktransition,msft_netnattransitionconfiguration.format,ps1xml,,6,41,0,0,0,0
\windows\system32\driverstore\filerepository\usbvideo.inf_amd64_1b29646d97c1cfb9\usbvideo.inf,\windows\system32\driverstore\filerepository\usbvideo.inf_amd64_1b29646d97c1cfb9,usbvideo,inf,,5,8,0,0,0,0
\program files\gimp 2\share\gimp\<version>\icons\legacy\22x22\tools\gimp-tool-handle-transform.png,\program files\gimp 2\share\gimp\<version>\icons\legacy\22x22\tools,gimp-tool-handle-transform,png,,9,26,1,0,0,0
\program files\superantispyware\superdelete.exe,\program files\superantispyware,superdelete,exe,,2,11,1,0,0,0
\windows\syswow64\ime\imesc\imscprop.exe,\windows\syswow64\ime\imesc,imscprop,exe,,4,8,1,0,0,0
\program files\microsoft office\root\licenses16\projectstdr_grace-ul-oob.xrm-ms,\program files\microsoft office\root\licenses16,projectstdr_grace-ul-oob,xrm-ms,,4,24,0,0,0,0
\windows\syswow64\mp43decd.dll,\windows\syswow64,mp43decd,dll,,2,8,1,0,0,0
\users\<username>\desktop\sales_data.xlsx:zone.identifier,\users\<username>\desktop,sales_data,xlsx,zone.identifier,3,10,1,0,1,0
\program files\python313\lib\site-packages\pip\_vendor\rich\_palettes.py,\program files\python313\lib\site-packages\pip\_vendor\rich,_palettes,py,,7,9,0,0,0,0
\users\<username>\downloads\gridctrldemo.doc.exe,\users\<username>\downloads,gridctrldemo.doc,exe,,3,16,1,1,0,1
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_995_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_995_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,58,0,0,0,0
\program files\microsoft vs code\resources\app\node_modules\safe-buffer\index.js,\program files\microsoft vs code\resources\app\node_modules\safe-buffer,index,js,,6,5,0,0,0,0
\program files\microsoft office\root\licenses16\proplus2019demor_bypasstrial180-ppd.xrm-ms,\program files\microsoft office\root\licenses16,proplus2019demor_bypasstrial180-ppd,xrm-ms,,4,35,0,0,0,0
\program files\inkscape\share\inkscape\icons\tango\scalable\actions\xml-element-new.svg,\program files\inkscape\share\inkscape\icons\tango\scalable\actions,xml-element-new,svg,,8,15,0,0,0,0
\windows\servicing\packages\package_80_for_kb4343669~31bf3856ad364e35~amd64~~17134.165.1.2.mum,\windows\servicing\packages,package_80_for_kb4343669~31bf3856ad364e35~amd64~~17134.165.1.2,mum,,3,62,0,0,0,0
\users\<username>\documents\backup_11_2020.zip:zone.identifier,\users\<username>\documents,backup_11_2020,zip,zone.identifier,3,14,1,0,1,0
\windows\winsxs\wow64_microsoft-windows-scripting-chakra_31bf3856ad364e35_<version>_none_8aa133626fef71f6\chakradiag.dll,\windows\winsxs\wow64_microsoft-windows-scripting-chakra_31bf3856ad364e35_<version>_none_8aa133626fef71f6,chakradiag,dll,,3,10,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-runtime-metadata_31bf3856ad364e35_<version>_none_2c4eaa1e8d0da03e\f\windows.perception.winmd,\windows\winsxs\amd64_microsoft-windows-runtime-metadata_31bf3856ad364e35_<version>_none_2c4eaa1e8d0da03e\f,windows.perception,winmd,,4,18,0,0,0,0
\program files\google\drive file stream\<version>\html\googlesans-500-latin-ext.woff2,\program files\google\drive file stream\<version>\html,googlesans-500-latin-ext,woff2,,5,24,0,0,0,0
\get\-gpppassword.py,\get,-gpppassword,py,,1,12,0,0,0,1
\program files\amazon corretto\jdk<version>_7\jmods\java.se.jmod,\program files\amazon corretto\jdk<version>_7\jmods,java.se,jmod,,4,7,0,0,0,0
\program files (x86)\spybot - search & destroy 2\updates\downloads\keyloggers.sbi-20140113.cab,\program files (x86)\spybot - search & destroy 2\updates\downloads,keyloggers.sbi-20140113,cab,,4,23,1,0,0,0
\eclipse\features\org.eclipse.equinox.p2.rcp.feature_<version>.v20241019-1812\epl-2.0.html,\eclipse\features\org.eclipse.equinox.p2.rcp.feature_<version>.v20241019-1812,epl-2.0,html,,3,7,1,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000124\offlinefiles\officeaicopilot-strings.min_4fd88e30b501b8d6d4abd724d78ca78c.js,\program files\microsoft office\root\office16\sdxs\fa000000124\offlinefiles,officeaicopilot-strings.min_4fd88e30b501b8d6d4abd724d78ca78c,js,,7,60,0,0,0,0
\windows\winsxs\amd64_sisraid4.inf.resources_31bf3856ad364e35_<version>_en-us_c4978d176258c0ab\sisraid4.inf_loc,\windows\winsxs\amd64_sisraid4.inf.resources_31bf3856ad364e35_<version>_en-us_c4978d176258c0ab,sisraid4,inf_loc,,3,8,0,0,0,0
\windows\hh.exe,\windows,hh,exe,,1,2,1,0,0,0
\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\numpy\typing\tests\data\pass\ufunc_config.py,\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\numpy\typing\tests\data\pass,ufunc_config,py,,12,12,0,0,0,0
\windows\servicing\packages\microsoft-onecore-tiledatarepository-package~31bf3856ad364e35~amd64~en-us~10.0.15063.0.mum,\windows\servicing\packages,microsoft-onecore-tiledatarepository-package~31bf3856ad364e35~amd64~en-us~10.0.15063.0,mum,,3,86,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-hyperv-hypervisorplatform-package~31bf3856ad364e35~amd64~~10.0.17134.1.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-hyperv-hypervisorplatform-package~31bf3856ad364e35~amd64~~10.0.17134.1,cat,,4,88,0,0,0,0
\windows\syswow64\netsetupsvc.dll,\windows\syswow64,netsetupsvc,dll,,2,11,1,0,0,1
\program files\itunes\itunes.resources\es.lproj\viewlineitemratingc_dark@2x.png,\program files\itunes\itunes.resources\es.lproj,viewlineitemratingc_dark@2x,png,,4,27,1,0,0,0
\program files\google\drive file stream\<version>\html\ic_cloud_off_orange600_24dp.svg,\program files\google\drive file stream\<version>\html,ic_cloud_off_orange600_24dp,svg,,5,27,0,0,0,0
\windows\servicing\packages\package_1660_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\servicing\packages,package_1660_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,3,59,0,0,0,0
\windows\syswow64\spp\tokens\ppdlic\msmpeg2enc-ppdlic.xrm-ms,\windows\syswow64\spp\tokens\ppdlic,msmpeg2enc-ppdlic,xrm-ms,,5,17,0,0,0,0
\program files\common files\microsoft shared\ink\fsdefinitions\keypad.xml,\program files\common files\microsoft shared\ink\fsdefinitions,keypad,xml,,5,6,0,0,0,0
\windows\tasks\am.cab,\windows\tasks,am,cab,,2,2,1,0,0,1
\windows\winsxs\manifests\amd64_microsoft-windows-h..hextensions-desktop_31bf3856ad364e35_10.0.22621.1413_none_d4ea836431094fe3.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-h..hextensions-desktop_31bf3856ad364e35_10.0.22621.1413_none_d4ea836431094fe3,manifest,,3,101,0,0,0,0
\logs\lifesignal.bin,\logs,lifesignal,bin,,1,10,1,0,0,1
\program files (x86)\pidgin\pixmaps\pidgin\emotes\default\airplane.png,\program files (x86)\pidgin\pixmaps\pidgin\emotes\default,airplane,png,,6,8,1,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-userenv.resources_31bf3856ad364e35_10.0.10240.16384_en-us_cbf2b58fbe1f3dfb.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-userenv.resources_31bf3856ad364e35_10.0.10240.16384_en-us_cbf2b58fbe1f3dfb,manifest,,3,98,0,0,0,0
\windows\syswow64\en-gb\winmsipc.dll.mui,\windows\syswow64\en-gb,winmsipc.dll,mui,,3,12,1,1,0,0
\program files (x86)\mediamonkey\controls\imagegrid.js,\program files (x86)\mediamonkey\controls,imagegrid,js,,3,9,0,0,0,0
\program files\gimp 2\lib\python<version>\test\reperf.pyo,\program files\gimp 2\lib\python<version>\test,reperf,pyo,,5,6,0,0,0,0
\program files\gimp 2\lib\python<version>\ctypes\test\test_callbacks.py,\program files\gimp 2\lib\python<version>\ctypes\test,test_callbacks,py,,6,14,0,0,0,0
\program files (x86)\sugarsync\api-ms-win-core-timezone-l1-1-0.dll,\program files (x86)\sugarsync,api-ms-win-core-timezone-l1-1-0,dll,,2,31,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..anagement.resources_31bf3856ad364e35_<version>_en-us_33d340db43c22a70\certmmc.dll.mui,\windows\winsxs\amd64_microsoft-windows-c..anagement.resources_31bf3856ad364e35_<version>_en-us_33d340db43c22a70,certmmc.dll,mui,,3,11,1,1,0,0
\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js\shareservicestrings56.1f984dfa.chunk.js,\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js,shareservicestrings56.1f984dfa.chunk,js,,9,36,0,0,0,0
\program files (x86)\pidgin\pixmaps\pidgin\emotes\default\foot-in-mouth.png,\program files (x86)\pidgin\pixmaps\pidgin\emotes\default,foot-in-mouth,png,,6,13,1,0,0,0
\programdata\cisco\update.exe,\programdata\cisco,update,exe,,2,6,1,0,0,1
\program files\libreoffice\program\services\pyuno.rdb,\program files\libreoffice\program\services,pyuno,rdb,,4,5,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..trast-black.cortana_31bf3856ad364e35_<version>_none_cffdbf2975891ddc\widetile.scale-100.png,\windows\winsxs\amd64_microsoft-windows-c..trast-black.cortana_31bf3856ad364e35_<version>_none_cffdbf2975891ddc,widetile.scale-100,png,,3,18,1,0,0,0
\program files\inkscape\lib\python<version>\random.py,\program files\inkscape\lib\python<version>,random,py,,4,6,0,0,0,0
\program files\teracopy\app\locale\es-ar\default.mo,\program files\teracopy\app\locale\es-ar,default,mo,,5,7,0,0,0,0
\windows\syswow64\ir41_qcoriginal.dll,\windows\syswow64,ir41_qcoriginal,dll,,2,15,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1283_for_kb3200970~31bf3856ad364e35~amd64~~10.0.1.5.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1283_for_kb3200970~31bf3856ad364e35~amd64~~10.0.1.5,cat,,4,59,0,0,0,0
\program files\zoom\resources\emojis\1f44a-1f3ff.svg,\program files\zoom\resources\emojis,1f44a-1f3ff,svg,,4,11,0,0,0,0
\program files\avg\antivirus\avg.local_vc142.crt\api-ms-win-crt-utility-l1-1-0.dll,\program files\avg\antivirus\avg.local_vc142.crt,api-ms-win-crt-utility-l1-1-0,dll,,4,29,1,0,0,0
\program files (x86)\python313-32\doc\html\whatsnew\3.9.html,\program files (x86)\python313-32\doc\html\whatsnew,3.9,html,,5,3,1,0,0,0
\windows\syswow64\ocsetapi.dll,\windows\syswow64,ocsetapi,dll,,2,8,1,0,0,0
\yyexplorer\.exe,\yyexplorer,.exe,,,1,4,0,0,0,1
\program files\microsoft office\root\office16\sdxs\fa000000117\offlinefiles\firework-d-standard-192x192_0a29cff529ffb4b39cd85efa30682b91.png,\program files\microsoft office\root\office16\sdxs\fa000000117\offlinefiles,firework-d-standard-192x192_0a29cff529ffb4b39cd85efa30682b91,png,,7,60,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_81e856384e960cb7\fileexplorerextensions\assets\images\contrast-black\windows.defragment.svg,\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_81e856384e960cb7\fileexplorerextensions\assets\images\contrast-black,windows.defragment,svg,,7,18,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-w..-acwinrt-deployment_31bf3856ad364e35_10.0.20348.380_none_a3c7e31efbfa8fbe.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-w..-acwinrt-deployment_31bf3856ad364e35_10.0.20348.380_none_a3c7e31efbfa8fbe,manifest,,3,100,0,0,0,0
\users\<username>\documents\backup_01_2023.zip:zone.identifier,\users\<username>\documents,backup_01_2023,zip,zone.identifier,3,14,1,0,1,0
\windows\winsxs\amd64_microsoft-windows-lsa-secur32_31bf3856ad364e35_<version>_none_4ab5691f5fe6091d\secur32.dll,\windows\winsxs\amd64_microsoft-windows-lsa-secur32_31bf3856ad364e35_<version>_none_4ab5691f5fe6091d,secur32,dll,,3,7,1,0,0,0
\windows\syswow64\msaudite.dll,\windows\syswow64,msaudite,dll,,2,8,1,0,0,0
\windows\syswow64\en-us\windows.media.speech.uxres.dll.mui,\windows\syswow64\en-us,windows.media.speech.uxres.dll,mui,,3,30,1,1,0,0
\windows\system32\driverstore\filerepository\ntprint.inf_x86_14478df86795c963\i386\p6disp.gpd,\windows\system32\driverstore\filerepository\ntprint.inf_x86_14478df86795c963\i386,p6disp,gpd,,6,6,0,0,0,0
\program files (x86)\k-lite codec pack\filters\mpcvr\mpcvideorenderer64.ax,\program files (x86)\k-lite codec pack\filters\mpcvr,mpcvideorenderer64,ax,,4,18,0,0,0,0
\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\cython\compiler\flowcontrol.cp311-win_amd64.pyd,\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\cython\compiler,flowcontrol.cp311-win_amd64,pyd,,9,27,0,0,0,0
\program files\paint.net\system.configuration.dll,\program files\paint.net,system.configuration,dll,,2,20,1,0,0,0
\windows\syswow64\migwiz\replacementmanifests\npsui-replacement.man,\windows\syswow64\migwiz\replacementmanifests,npsui-replacement,man,,4,17,0,0,0,0
\windows\servicing\packages\package_1377_for_kb4532691~31bf3856ad364e35~amd64~~10.0.1.7.cat,\windows\servicing\packages,package_1377_for_kb4532691~31bf3856ad364e35~amd64~~10.0.1.7,cat,,3,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-mediaplayer-package~31bf3856ad364e35~amd64~~10.0.18362.1110.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-mediaplayer-package~31bf3856ad364e35~amd64~~10.0.18362.1110,cat,,4,77,0,0,0,0
\images\en\buttons\large\index.jsp,\images\en\buttons\large,index,jsp,,4,5,0,0,0,1
\program files\zoom\bin\zui.dll,\program files\zoom\bin,zui,dll,,3,3,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-mfasfsrcsnk_31bf3856ad364e35_<version>_none_b8210e8d6ab3ed97\f\mfasfsrcsnk.dll,\windows\winsxs\amd64_microsoft-windows-mfasfsrcsnk_31bf3856ad364e35_<version>_none_b8210e8d6ab3ed97\f,mfasfsrcsnk,dll,,4,11,1,0,0,0
\windows\winsxs\filemaps\$$_system32_sr-latn-rs_36d1e04b1e65a349.cdf-ms,\windows\winsxs\filemaps,$$_system32_sr-latn-rs_36d1e04b1e65a349,cdf-ms,,3,39,0,0,0,0
\windows\syswow64\config\systemprofile\appdata\locallow\microsoft\cryptneturlcache\content\b398b80134f72209547439db21ab308d_a4cf52cca82d7458083f7280801a3a04,\windows\syswow64\config\systemprofile\appdata\locallow\microsoft\cryptneturlcache\content,b398b80134f72209547439db21ab308d_a4cf52cca82d7458083f7280801a3a04,,,9,65,0,0,0,0
\windows\syswow64\en-gb\cryptui.dll.mui,\windows\syswow64\en-gb,cryptui.dll,mui,,3,11,1,1,0,0
\all users\application data\winrar,\all users\application data,winrar,,,2,6,0,0,0,1
\windows\system32\driverstore\filerepository\mdmcpv.inf_amd64_8be8581c303edf1e\mdmcpv.inf,\windows\system32\driverstore\filerepository\mdmcpv.inf_amd64_8be8581c303edf1e,mdmcpv,inf,,5,6,0,0,0,0
\program files\avast software\avast\defs\25012500_stream\pkg250125000000000a.bin,\program files\avast software\avast\defs\25012500_stream,pkg250125000000000a,bin,,5,19,1,0,0,0
\windows\winsxs\amd64_networking-mpssvc-svc_31bf3856ad364e35_<version>_none_fc50cbce90df95bc\f\firewallapi.dll,\windows\winsxs\amd64_networking-mpssvc-svc_31bf3856ad364e35_<version>_none_fc50cbce90df95bc\f,firewallapi,dll,,4,11,1,0,0,0
\program files (x86)\microsoft onedrive\<version>\am-et\filesync.localizedresources.dll.mui,\program files (x86)\microsoft onedrive\<version>\am-et,filesync.localizedresources.dll,mui,,4,31,1,1,0,0
\program files\sysaidserver\tomcat\webapps\leave,\program files\sysaidserver\tomcat\webapps,leave,,,4,5,0,0,0,1
\windows\winsxs\wow64_microsoft-windows-g..policy-cmdlinetools_31bf3856ad364e35_<version>_none_23e2379a6f03d0cb\r\gpresult.exe,\windows\winsxs\wow64_microsoft-windows-g..policy-cmdlinetools_31bf3856ad364e35_<version>_none_23e2379a6f03d0cb\r,gpresult,exe,,4,8,1,0,0,0
\program files\inkscape\share\inkscape\icons\dash\cursors\mesh.svg,\program files\inkscape\share\inkscape\icons\dash\cursors,mesh,svg,,7,4,0,0,0,0
\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\identity_proxy\win10\identity_helper.sparse.stable.msix.data,\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\identity_proxy\win10,identity_helper.sparse.stable.msix,data,,8,34,0,0,0,0
\program files\libreoffice\share\config\soffice.cfg\modules\scalc\ui\pivotfielddialog.ui,\program files\libreoffice\share\config\soffice.cfg\modules\scalc\ui,pivotfielddialog,ui,,8,16,0,0,0,0
\program files\libreoffice\share\config\soffice.cfg\modules\sdraw\toolbar\colorbar.xml,\program files\libreoffice\share\config\soffice.cfg\modules\sdraw\toolbar,colorbar,xml,,8,8,0,0,0,0
\windows\syswow64\dism\en-us\osprovider.dll.mui,\windows\syswow64\dism\en-us,osprovider.dll,mui,,4,14,1,1,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_692_for_kb4523205~31bf3856ad364e35~amd64~~10.0.1.10.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_692_for_kb4523205~31bf3856ad364e35~amd64~~10.0.1.10,cat,,4,59,0,0,0,0
\system32\iastor32.exe,\system32,iastor32,exe,,1,8,1,0,0,1
\program files (x86)\microsoft onedrive\<version>\images\lighttheme\paused.svg,\program files (x86)\microsoft onedrive\<version>\images\lighttheme,paused,svg,,5,6,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-hyper-v-offline-core-group-vm-package~31bf3856ad364e35~amd64~en-us~10.0.17763.1.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-hyper-v-offline-core-group-vm-package~31bf3856ad364e35~amd64~en-us~10.0.17763.1,cat,,4,89,0,0,0,0
\program files\krita (x64)\share\krita\preset_icons\tool_icons\01_02_pencil-double-ring.png,\program files\krita (x64)\share\krita\preset_icons\tool_icons,01_02_pencil-double-ring,png,,6,24,1,0,0,0
\windows\system32\driverstore\filerepository\prnlxclv.inf_amd64_e0d61070674d9678\lxclv1.gpd,\windows\system32\driverstore\filerepository\prnlxclv.inf_amd64_e0d61070674d9678,lxclv1,gpd,,5,6,0,0,0,0
\python27\tools\pynche\x\rgb.txt,\python27\tools\pynche\x,rgb,txt,,4,3,1,0,0,0
\program files (x86)\winamp\plugins\freeform\xml\wasabi\window\framewnd-windowshade.png,\program files (x86)\winamp\plugins\freeform\xml\wasabi\window,framewnd-windowshade,png,,7,20,1,0,0,0
\all users\update.msi,\all users,update,msi,,1,6,1,0,0,1
\windows\servicing\packages\package_654_for_kb4511553~31bf3856ad364e35~amd64~~10.0.1.7.mum,\windows\servicing\packages,package_654_for_kb4511553~31bf3856ad364e35~amd64~~10.0.1.7,mum,,3,58,0,0,0,0
\windows\winsxs\manifests\wow64_microsoft-windows-smbhelperclasses_31bf3856ad364e35_6.2.9200.16384_none_4d5b77369447794c.manifest,\windows\winsxs\manifests,wow64_microsoft-windows-smbhelperclasses_31bf3856ad364e35_6.2.9200.16384_none_4d5b77369447794c,manifest,,3,94,0,0,0,0
\windows\syswow64\windows.media.mixedrealitycapture.dll,\windows\syswow64,windows.media.mixedrealitycapture,dll,,2,33,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1965_for_kb4601345~31bf3856ad364e35~amd64~~10.0.1.7.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1965_for_kb4601345~31bf3856ad364e35~amd64~~10.0.1.7,cat,,4,59,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-filehistory-core_31bf3856ad364e35_<version>_none_1749521a3fd34177\fhengine.dll,\windows\winsxs\amd64_microsoft-windows-filehistory-core_31bf3856ad364e35_<version>_none_1749521a3fd34177,fhengine,dll,,3,8,1,0,0,0
\program files (x86)\mediamonkey\locale\pt\lc_messages\language.mo,\program files (x86)\mediamonkey\locale\pt\lc_messages,language,mo,,5,8,0,0,0,0
\windows\system32\driverstore\filerepository\ntprint4.inf_amd64_7373a688eceb5d01\ntprint4.inf,\windows\system32\driverstore\filerepository\ntprint4.inf_amd64_7373a688eceb5d01,ntprint4,inf,,5,8,0,0,0,0
\eclipse\plugins\com.sun.jna_<version>.v20240915-2000\com\sun\jna\structurewritecontext.class,\eclipse\plugins\com.sun.jna_<version>.v20240915-2000\com\sun\jna,structurewritecontext,class,,6,21,0,0,0,0
\windows\servicing\packages\package_886_for_kb4493509~31bf3856ad364e35~amd64~~10.0.1.6.mum,\windows\servicing\packages,package_886_for_kb4493509~31bf3856ad364e35~amd64~~10.0.1.6,mum,,3,58,0,0,0,0
\windows\winsxs\x86_microsoft-windows-mediaplayer-wmvcore_31bf3856ad364e35_<version>_none_b88e428680747a26\f\wmvcore.dll,\windows\winsxs\x86_microsoft-windows-mediaplayer-wmvcore_31bf3856ad364e35_<version>_none_b88e428680747a26\f,wmvcore,dll,,4,7,1,0,0,0
\program files (x86)\openoffice 4\program\python-core-<version>\lib\distutils\command\upload.py,\program files (x86)\openoffice 4\program\python-core-<version>\lib\distutils\command,upload,py,,7,6,0,0,0,0
\windows\syswow64\en-us\capiprovider.dll.mui,\windows\syswow64\en-us,capiprovider.dll,mui,,3,16,1,1,0,0
\program files\inkscape\lib\python<version>\site-packages\pil\__pycache__\palmimageplugin.cpython-311.pyc,\program files\inkscape\lib\python<version>\site-packages\pil\__pycache__,palmimageplugin.cpython-311,pyc,,7,27,0,0,0,0
\windows\syswow64\cmdext.dll,\windows\syswow64,cmdext,dll,,2,6,1,0,0,0
\rhspc\rhspc.jsp,\rhspc,rhspc,jsp,,1,5,0,0,0,1
\windows\infusedapps\packages\microsoft.windowscommunicationsapps_<version>_x64__8wekyb3d8bbwe\images\hxmailwidetile.scale-125.png,\windows\infusedapps\packages\microsoft.windowscommunicationsapps_<version>_x64__8wekyb3d8bbwe\images,hxmailwidetile.scale-125,png,,5,24,1,0,0,0
\program files\libreoffice\share\config\soffice.cfg\modules\simpress\ui\pagesfieldbox.ui,\program files\libreoffice\share\config\soffice.cfg\modules\simpress\ui,pagesfieldbox,ui,,8,13,0,0,0,0
\program files\microsoft office\root\clipart\pub60cor\j0107280.wmf,\program files\microsoft office\root\clipart\pub60cor,j0107280,wmf,,5,8,0,0,0,0
\program files (x86)\faststone image viewer\callout\fscallout_26_05289594.png,\program files (x86)\faststone image viewer\callout,fscallout_26_05289594,png,,3,21,1,0,0,0
\python27\lib\idlelib\tooltip.py,\python27\lib\idlelib,tooltip,py,,3,7,0,0,0,0
\program files (x86)\windowspowershell\modules\packagemanagement\<version>\packagemanagement.psd1,\program files (x86)\windowspowershell\modules\packagemanagement\<version>,packagemanagement,psd1,,5,17,0,0,0,0
\program files\amazon corretto\jdk<version>_442\demo\nbproject\management\verbosegc\nbproject\project.xml,\program files\amazon corretto\jdk<version>_442\demo\nbproject\management\verbosegc\nbproject,project,xml,,8,7,0,0,0,0
\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions\connector-orthogonal-symbolic.svg,\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions,connector-orthogonal-symbolic,svg,,8,29,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-shell-grouppolicy_31bf3856ad364e35_<version>_none_938ac96bc293e9c5\sidebar.admx,\windows\winsxs\amd64_microsoft-windows-shell-grouppolicy_31bf3856ad364e35_<version>_none_938ac96bc293e9c5,sidebar,admx,,3,7,0,0,0,0
\windows\syswow64\dsrole.dll,\windows\syswow64,dsrole,dll,,2,6,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-f..r-cluswmi.resources_31bf3856ad364e35_<version>_en-us_3344b6ed256adbe6\cluswmi.mfl,\windows\winsxs\amd64_microsoft-windows-f..r-cluswmi.resources_31bf3856ad364e35_<version>_en-us_3344b6ed256adbe6,cluswmi,mfl,,3,7,0,0,0,0
\program files (x86)\mediamonkey\locale\af\info.json,\program files (x86)\mediamonkey\locale\af,info,json,,4,4,0,0,0,0
\program files\google\drive file stream\<version>\html\ic_image_24dp.svg,\program files\google\drive file stream\<version>\html,ic_image_24dp,svg,,5,13,0,0,0,0
\program files\libreoffice\share\extensions\wiki-publisher\help\nb\help.idxl\segments_3,\program files\libreoffice\share\extensions\wiki-publisher\help\nb\help.idxl,segments_3,,,8,10,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_58586f61df641170\microsoftaccount.useroperations.winmd,\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_58586f61df641170,microsoftaccount.useroperations,winmd,,3,31,0,0,0,0
\program files (x86)\python313-32\lib\site-packages\pip\_vendor\rich\_fileno.py,\program files (x86)\python313-32\lib\site-packages\pip\_vendor\rich,_fileno,py,,7,7,0,0,0,0
\windows\winsxs\catalogs\259a3d660f9947a486a12bed55cce29caea16ef15214e3498291a8125646d6e0.cat,\windows\winsxs\catalogs,259a3d660f9947a486a12bed55cce29caea16ef15214e3498291a8125646d6e0,cat,,3,64,0,0,0,0
